"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","decision_stage_ID","decision_stage","count_decisions"
5146,2016,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5147,2016,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5148,2016,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5149,2016,10,"Energy","ENER",1,"noncommunication",1,"Letter of formal notice (Art. 258)",4
5150,2016,10,"Energy","ENER",1,"noncommunication",2,"Reasoned opinion (Art. 258)",13
5151,2016,10,"Energy","ENER",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5152,2016,10,"Energy","ENER",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5153,2016,10,"Energy","ENER",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5154,2016,10,"Energy","ENER",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5155,2016,10,"Energy","ENER",2,"nonconformity",1,"Letter of formal notice (Art. 258)",26
5156,2016,10,"Energy","ENER",2,"nonconformity",2,"Reasoned opinion (Art. 258)",12
5157,2016,10,"Energy","ENER",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
5158,2016,10,"Energy","ENER",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5159,2016,10,"Energy","ENER",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5160,2016,10,"Energy","ENER",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5161,2016,11,"Enterprise and Industry","ENTR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5162,2016,11,"Enterprise and Industry","ENTR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5163,2016,11,"Enterprise and Industry","ENTR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5164,2016,11,"Enterprise and Industry","ENTR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5165,2016,11,"Enterprise and Industry","ENTR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5166,2016,11,"Enterprise and Industry","ENTR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5167,2016,11,"Enterprise and Industry","ENTR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5168,2016,11,"Enterprise and Industry","ENTR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5169,2016,11,"Enterprise and Industry","ENTR",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5170,2016,11,"Enterprise and Industry","ENTR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5171,2016,11,"Enterprise and Industry","ENTR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5172,2016,11,"Enterprise and Industry","ENTR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5173,2016,12,"Environment","ENV",1,"noncommunication",1,"Letter of formal notice (Art. 258)",50
5174,2016,12,"Environment","ENV",1,"noncommunication",2,"Reasoned opinion (Art. 258)",9
5175,2016,12,"Environment","ENV",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5176,2016,12,"Environment","ENV",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5177,2016,12,"Environment","ENV",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5178,2016,12,"Environment","ENV",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5179,2016,12,"Environment","ENV",2,"nonconformity",1,"Letter of formal notice (Art. 258)",46
5180,2016,12,"Environment","ENV",2,"nonconformity",2,"Reasoned opinion (Art. 258)",24
5181,2016,12,"Environment","ENV",2,"nonconformity",3,"Referral to the Court (Art. 258)",7
5182,2016,12,"Environment","ENV",2,"nonconformity",4,"Letter of formal notice (Art. 260)",6
5183,2016,12,"Environment","ENV",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5184,2016,12,"Environment","ENV",2,"nonconformity",6,"Referral to the Court (Art. 260)",3
5185,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5186,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5187,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5188,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5189,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5190,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5191,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5192,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5193,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5194,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5195,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5196,2016,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5197,2016,14,"Eurostat","EUROSTAT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5198,2016,14,"Eurostat","EUROSTAT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5199,2016,14,"Eurostat","EUROSTAT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5200,2016,14,"Eurostat","EUROSTAT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5201,2016,14,"Eurostat","EUROSTAT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5202,2016,14,"Eurostat","EUROSTAT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5203,2016,14,"Eurostat","EUROSTAT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5204,2016,14,"Eurostat","EUROSTAT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5205,2016,14,"Eurostat","EUROSTAT",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5206,2016,14,"Eurostat","EUROSTAT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5207,2016,14,"Eurostat","EUROSTAT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5208,2016,14,"Eurostat","EUROSTAT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5209,2016,15,"External Relations","RELEX",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5210,2016,15,"External Relations","RELEX",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5211,2016,15,"External Relations","RELEX",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5212,2016,15,"External Relations","RELEX",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5213,2016,15,"External Relations","RELEX",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5214,2016,15,"External Relations","RELEX",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5215,2016,15,"External Relations","RELEX",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5216,2016,15,"External Relations","RELEX",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5217,2016,15,"External Relations","RELEX",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5218,2016,15,"External Relations","RELEX",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5219,2016,15,"External Relations","RELEX",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5220,2016,15,"External Relations","RELEX",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5221,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",1,"Letter of formal notice (Art. 258)",116
5222,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",2,"Reasoned opinion (Art. 258)",25
5223,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5224,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5225,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5226,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5227,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
5228,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",2,"Reasoned opinion (Art. 258)",12
5229,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
5230,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5231,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5232,2016,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5233,2016,17,"Health and Consumers","SANCO",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5234,2016,17,"Health and Consumers","SANCO",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5235,2016,17,"Health and Consumers","SANCO",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5236,2016,17,"Health and Consumers","SANCO",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5237,2016,17,"Health and Consumers","SANCO",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5238,2016,17,"Health and Consumers","SANCO",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5239,2016,17,"Health and Consumers","SANCO",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5240,2016,17,"Health and Consumers","SANCO",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5241,2016,17,"Health and Consumers","SANCO",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5242,2016,17,"Health and Consumers","SANCO",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5243,2016,17,"Health and Consumers","SANCO",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5244,2016,17,"Health and Consumers","SANCO",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5245,2016,18,"Health and Food Safety","SANTE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",147
5246,2016,18,"Health and Food Safety","SANTE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",6
5247,2016,18,"Health and Food Safety","SANTE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5248,2016,18,"Health and Food Safety","SANTE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5249,2016,18,"Health and Food Safety","SANTE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5250,2016,18,"Health and Food Safety","SANTE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5251,2016,18,"Health and Food Safety","SANTE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",2
5252,2016,18,"Health and Food Safety","SANTE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
5253,2016,18,"Health and Food Safety","SANTE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5254,2016,18,"Health and Food Safety","SANTE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5255,2016,18,"Health and Food Safety","SANTE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5256,2016,18,"Health and Food Safety","SANTE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5257,2016,19,"Human Resources and Security","HR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5258,2016,19,"Human Resources and Security","HR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5259,2016,19,"Human Resources and Security","HR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5260,2016,19,"Human Resources and Security","HR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5261,2016,19,"Human Resources and Security","HR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5262,2016,19,"Human Resources and Security","HR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5263,2016,19,"Human Resources and Security","HR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5264,2016,19,"Human Resources and Security","HR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5265,2016,19,"Human Resources and Security","HR",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5266,2016,19,"Human Resources and Security","HR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5267,2016,19,"Human Resources and Security","HR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5268,2016,19,"Human Resources and Security","HR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5269,2016,20,"Internal Market and Services","MARKT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5270,2016,20,"Internal Market and Services","MARKT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5271,2016,20,"Internal Market and Services","MARKT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5272,2016,20,"Internal Market and Services","MARKT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5273,2016,20,"Internal Market and Services","MARKT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5274,2016,20,"Internal Market and Services","MARKT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5275,2016,20,"Internal Market and Services","MARKT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5276,2016,20,"Internal Market and Services","MARKT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5277,2016,20,"Internal Market and Services","MARKT",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5278,2016,20,"Internal Market and Services","MARKT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5279,2016,20,"Internal Market and Services","MARKT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5280,2016,20,"Internal Market and Services","MARKT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5281,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",1,"Letter of formal notice (Art. 258)",267
5282,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",2,"Reasoned opinion (Art. 258)",81
5283,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5284,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5285,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5286,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5287,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",1,"Letter of formal notice (Art. 258)",27
5288,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",2,"Reasoned opinion (Art. 258)",12
5289,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",3,"Referral to the Court (Art. 258)",5
5290,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5291,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5292,2016,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5293,2016,22,"Justice and Consumers","JUST",1,"noncommunication",1,"Letter of formal notice (Art. 258)",34
5294,2016,22,"Justice and Consumers","JUST",1,"noncommunication",2,"Reasoned opinion (Art. 258)",5
5295,2016,22,"Justice and Consumers","JUST",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5296,2016,22,"Justice and Consumers","JUST",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5297,2016,22,"Justice and Consumers","JUST",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5298,2016,22,"Justice and Consumers","JUST",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5299,2016,22,"Justice and Consumers","JUST",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
5300,2016,22,"Justice and Consumers","JUST",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5301,2016,22,"Justice and Consumers","JUST",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5302,2016,22,"Justice and Consumers","JUST",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
5303,2016,22,"Justice and Consumers","JUST",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5304,2016,22,"Justice and Consumers","JUST",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5305,2016,23,"Legal Service","SJ",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5306,2016,23,"Legal Service","SJ",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5307,2016,23,"Legal Service","SJ",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5308,2016,23,"Legal Service","SJ",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5309,2016,23,"Legal Service","SJ",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5310,2016,23,"Legal Service","SJ",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5311,2016,23,"Legal Service","SJ",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5312,2016,23,"Legal Service","SJ",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5313,2016,23,"Legal Service","SJ",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5314,2016,23,"Legal Service","SJ",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5315,2016,23,"Legal Service","SJ",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5316,2016,23,"Legal Service","SJ",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5317,2016,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",8
5318,2016,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5319,2016,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5320,2016,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5321,2016,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5322,2016,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5323,2016,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",1
5324,2016,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5325,2016,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5326,2016,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5327,2016,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5328,2016,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5329,2016,25,"Migration and Home Affairs","HOME",1,"noncommunication",1,"Letter of formal notice (Art. 258)",39
5330,2016,25,"Migration and Home Affairs","HOME",1,"noncommunication",2,"Reasoned opinion (Art. 258)",13
5331,2016,25,"Migration and Home Affairs","HOME",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5332,2016,25,"Migration and Home Affairs","HOME",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5333,2016,25,"Migration and Home Affairs","HOME",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5334,2016,25,"Migration and Home Affairs","HOME",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5335,2016,25,"Migration and Home Affairs","HOME",2,"nonconformity",1,"Letter of formal notice (Art. 258)",12
5336,2016,25,"Migration and Home Affairs","HOME",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
5337,2016,25,"Migration and Home Affairs","HOME",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
5338,2016,25,"Migration and Home Affairs","HOME",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5339,2016,25,"Migration and Home Affairs","HOME",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5340,2016,25,"Migration and Home Affairs","HOME",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5341,2016,26,"Mobility and Transport","MOVE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",54
5342,2016,26,"Mobility and Transport","MOVE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",16
5343,2016,26,"Mobility and Transport","MOVE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5344,2016,26,"Mobility and Transport","MOVE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5345,2016,26,"Mobility and Transport","MOVE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5346,2016,26,"Mobility and Transport","MOVE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5347,2016,26,"Mobility and Transport","MOVE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",21
5348,2016,26,"Mobility and Transport","MOVE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",26
5349,2016,26,"Mobility and Transport","MOVE",2,"nonconformity",3,"Referral to the Court (Art. 258)",11
5350,2016,26,"Mobility and Transport","MOVE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5351,2016,26,"Mobility and Transport","MOVE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5352,2016,26,"Mobility and Transport","MOVE",2,"nonconformity",6,"Referral to the Court (Art. 260)",2
5353,2016,27,"Regional and Urban Policy","REGIO",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5354,2016,27,"Regional and Urban Policy","REGIO",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5355,2016,27,"Regional and Urban Policy","REGIO",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5356,2016,27,"Regional and Urban Policy","REGIO",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5357,2016,27,"Regional and Urban Policy","REGIO",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5358,2016,27,"Regional and Urban Policy","REGIO",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5359,2016,27,"Regional and Urban Policy","REGIO",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5360,2016,27,"Regional and Urban Policy","REGIO",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5361,2016,27,"Regional and Urban Policy","REGIO",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5362,2016,27,"Regional and Urban Policy","REGIO",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5363,2016,27,"Regional and Urban Policy","REGIO",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5364,2016,27,"Regional and Urban Policy","REGIO",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5365,2016,28,"Secretariat-General","SG",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5366,2016,28,"Secretariat-General","SG",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5367,2016,28,"Secretariat-General","SG",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5368,2016,28,"Secretariat-General","SG",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5369,2016,28,"Secretariat-General","SG",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5370,2016,28,"Secretariat-General","SG",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5371,2016,28,"Secretariat-General","SG",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5372,2016,28,"Secretariat-General","SG",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5373,2016,28,"Secretariat-General","SG",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5374,2016,28,"Secretariat-General","SG",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5375,2016,28,"Secretariat-General","SG",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5376,2016,28,"Secretariat-General","SG",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5377,2016,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",1,"Letter of formal notice (Art. 258)",34
5378,2016,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",2,"Reasoned opinion (Art. 258)",1
5379,2016,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5380,2016,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5381,2016,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5382,2016,29,"Taxation and Customs Union","TAXUD",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5383,2016,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",1,"Letter of formal notice (Art. 258)",7
5384,2016,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",2,"Reasoned opinion (Art. 258)",5
5385,2016,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
5386,2016,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
5387,2016,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5388,2016,29,"Taxation and Customs Union","TAXUD",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5389,2016,30,"Trade","TRADE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
5390,2016,30,"Trade","TRADE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
5391,2016,30,"Trade","TRADE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5392,2016,30,"Trade","TRADE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
5393,2016,30,"Trade","TRADE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
5394,2016,30,"Trade","TRADE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
5395,2016,30,"Trade","TRADE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
5396,2016,30,"Trade","TRADE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
5397,2016,30,"Trade","TRADE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
5398,2016,30,"Trade","TRADE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
5399,2016,30,"Trade","TRADE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
5400,2016,30,"Trade","TRADE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
5401,2017,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",1,"Letter of formal notice (Art. 258)",8
5402,2017,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",2,"Reasoned opinion (Art. 258)",3
5403,2017,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
5404,2017,1,"Agriculture and Rural Development","AGRI",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
