"key_ID","year","member_state_ID","member_state","member_state_code","case_type_ID","case_type","decision_stage_ID","decision_stage","count_decisions"
4116,2015,20,"Latvia","LV",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4117,2015,21,"Lithuania","LT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",16
4118,2015,21,"Lithuania","LT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",2
4119,2015,21,"Lithuania","LT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4120,2015,21,"Lithuania","LT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4121,2015,21,"Lithuania","LT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4122,2015,21,"Lithuania","LT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4123,2015,21,"Lithuania","LT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",5
4124,2015,21,"Lithuania","LT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
4125,2015,21,"Lithuania","LT",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4126,2015,21,"Lithuania","LT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4127,2015,21,"Lithuania","LT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4128,2015,21,"Lithuania","LT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4129,2015,22,"Malta","MT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",20
4130,2015,22,"Malta","MT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",4
4131,2015,22,"Malta","MT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4132,2015,22,"Malta","MT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4133,2015,22,"Malta","MT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4134,2015,22,"Malta","MT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4135,2015,22,"Malta","MT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
4136,2015,22,"Malta","MT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
4137,2015,22,"Malta","MT",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4138,2015,22,"Malta","MT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4139,2015,22,"Malta","MT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4140,2015,22,"Malta","MT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4141,2015,23,"Poland","PL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",22
4142,2015,23,"Poland","PL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",6
4143,2015,23,"Poland","PL",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4144,2015,23,"Poland","PL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4145,2015,23,"Poland","PL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4146,2015,23,"Poland","PL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4147,2015,23,"Poland","PL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",6
4148,2015,23,"Poland","PL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",15
4149,2015,23,"Poland","PL",2,"nonconformity",3,"Referral to the Court (Art. 258)",4
4150,2015,23,"Poland","PL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4151,2015,23,"Poland","PL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4152,2015,23,"Poland","PL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4153,2015,24,"Slovakia","SK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",15
4154,2015,24,"Slovakia","SK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",1
4155,2015,24,"Slovakia","SK",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4156,2015,24,"Slovakia","SK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4157,2015,24,"Slovakia","SK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4158,2015,24,"Slovakia","SK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4159,2015,24,"Slovakia","SK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",10
4160,2015,24,"Slovakia","SK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
4161,2015,24,"Slovakia","SK",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
4162,2015,24,"Slovakia","SK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4163,2015,24,"Slovakia","SK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4164,2015,24,"Slovakia","SK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4165,2015,25,"Slovenia","SI",1,"noncommunication",1,"Letter of formal notice (Art. 258)",29
4166,2015,25,"Slovenia","SI",1,"noncommunication",2,"Reasoned opinion (Art. 258)",7
4167,2015,25,"Slovenia","SI",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4168,2015,25,"Slovenia","SI",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4169,2015,25,"Slovenia","SI",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4170,2015,25,"Slovenia","SI",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4171,2015,25,"Slovenia","SI",2,"nonconformity",1,"Letter of formal notice (Art. 258)",3
4172,2015,25,"Slovenia","SI",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
4173,2015,25,"Slovenia","SI",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
4174,2015,25,"Slovenia","SI",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4175,2015,25,"Slovenia","SI",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4176,2015,25,"Slovenia","SI",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
4177,2015,26,"Bulgaria","BG",1,"noncommunication",1,"Letter of formal notice (Art. 258)",20
4178,2015,26,"Bulgaria","BG",1,"noncommunication",2,"Reasoned opinion (Art. 258)",6
4179,2015,26,"Bulgaria","BG",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4180,2015,26,"Bulgaria","BG",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4181,2015,26,"Bulgaria","BG",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4182,2015,26,"Bulgaria","BG",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4183,2015,26,"Bulgaria","BG",2,"nonconformity",1,"Letter of formal notice (Art. 258)",5
4184,2015,26,"Bulgaria","BG",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
4185,2015,26,"Bulgaria","BG",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4186,2015,26,"Bulgaria","BG",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4187,2015,26,"Bulgaria","BG",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4188,2015,26,"Bulgaria","BG",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4189,2015,27,"Romania","RO",1,"noncommunication",1,"Letter of formal notice (Art. 258)",22
4190,2015,27,"Romania","RO",1,"noncommunication",2,"Reasoned opinion (Art. 258)",8
4191,2015,27,"Romania","RO",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
4192,2015,27,"Romania","RO",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4193,2015,27,"Romania","RO",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4194,2015,27,"Romania","RO",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4195,2015,27,"Romania","RO",2,"nonconformity",1,"Letter of formal notice (Art. 258)",11
4196,2015,27,"Romania","RO",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
4197,2015,27,"Romania","RO",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4198,2015,27,"Romania","RO",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4199,2015,27,"Romania","RO",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4200,2015,27,"Romania","RO",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4201,2015,28,"Croatia","HR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",6
4202,2015,28,"Croatia","HR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",1
4203,2015,28,"Croatia","HR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4204,2015,28,"Croatia","HR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4205,2015,28,"Croatia","HR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4206,2015,28,"Croatia","HR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4207,2015,28,"Croatia","HR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",12
4208,2015,28,"Croatia","HR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
4209,2015,28,"Croatia","HR",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
4210,2015,28,"Croatia","HR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4211,2015,28,"Croatia","HR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4212,2015,28,"Croatia","HR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4213,2016,1,"Belgium","BE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",43
4214,2016,1,"Belgium","BE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",11
4215,2016,1,"Belgium","BE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4216,2016,1,"Belgium","BE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4217,2016,1,"Belgium","BE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4218,2016,1,"Belgium","BE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4219,2016,1,"Belgium","BE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",6
4220,2016,1,"Belgium","BE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",5
4221,2016,1,"Belgium","BE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
4222,2016,1,"Belgium","BE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
4223,2016,1,"Belgium","BE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4224,2016,1,"Belgium","BE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4225,2016,2,"France","FR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",33
4226,2016,2,"France","FR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",6
4227,2016,2,"France","FR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4228,2016,2,"France","FR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4229,2016,2,"France","FR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4230,2016,2,"France","FR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4231,2016,2,"France","FR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",6
4232,2016,2,"France","FR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
4233,2016,2,"France","FR",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
4234,2016,2,"France","FR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4235,2016,2,"France","FR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4236,2016,2,"France","FR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4237,2016,3,"Germany","DE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",21
4238,2016,3,"Germany","DE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",8
4239,2016,3,"Germany","DE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4240,2016,3,"Germany","DE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4241,2016,3,"Germany","DE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4242,2016,3,"Germany","DE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4243,2016,3,"Germany","DE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",9
4244,2016,3,"Germany","DE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",6
4245,2016,3,"Germany","DE",2,"nonconformity",3,"Referral to the Court (Art. 258)",5
4246,2016,3,"Germany","DE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4247,2016,3,"Germany","DE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4248,2016,3,"Germany","DE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4249,2016,4,"Italy","IT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",15
4250,2016,4,"Italy","IT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",4
4251,2016,4,"Italy","IT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4252,2016,4,"Italy","IT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4253,2016,4,"Italy","IT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4254,2016,4,"Italy","IT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4255,2016,4,"Italy","IT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",8
4256,2016,4,"Italy","IT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
4257,2016,4,"Italy","IT",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4258,2016,4,"Italy","IT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4259,2016,4,"Italy","IT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4260,2016,4,"Italy","IT",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
4261,2016,5,"Luxembourg","LU",1,"noncommunication",1,"Letter of formal notice (Art. 258)",37
4262,2016,5,"Luxembourg","LU",1,"noncommunication",2,"Reasoned opinion (Art. 258)",11
4263,2016,5,"Luxembourg","LU",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4264,2016,5,"Luxembourg","LU",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4265,2016,5,"Luxembourg","LU",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4266,2016,5,"Luxembourg","LU",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4267,2016,5,"Luxembourg","LU",2,"nonconformity",1,"Letter of formal notice (Art. 258)",6
4268,2016,5,"Luxembourg","LU",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
4269,2016,5,"Luxembourg","LU",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
4270,2016,5,"Luxembourg","LU",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4271,2016,5,"Luxembourg","LU",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4272,2016,5,"Luxembourg","LU",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4273,2016,6,"Netherlands","NL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",20
4274,2016,6,"Netherlands","NL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",4
4275,2016,6,"Netherlands","NL",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4276,2016,6,"Netherlands","NL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4277,2016,6,"Netherlands","NL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4278,2016,6,"Netherlands","NL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4279,2016,6,"Netherlands","NL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
4280,2016,6,"Netherlands","NL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
4281,2016,6,"Netherlands","NL",2,"nonconformity",3,"Referral to the Court (Art. 258)",3
4282,2016,6,"Netherlands","NL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4283,2016,6,"Netherlands","NL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4284,2016,6,"Netherlands","NL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4285,2016,7,"Denmark","DK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",28
4286,2016,7,"Denmark","DK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",3
4287,2016,7,"Denmark","DK",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4288,2016,7,"Denmark","DK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4289,2016,7,"Denmark","DK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4290,2016,7,"Denmark","DK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4291,2016,7,"Denmark","DK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",3
4292,2016,7,"Denmark","DK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
4293,2016,7,"Denmark","DK",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4294,2016,7,"Denmark","DK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4295,2016,7,"Denmark","DK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4296,2016,7,"Denmark","DK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4297,2016,8,"Ireland","IE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",36
4298,2016,8,"Ireland","IE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",8
4299,2016,8,"Ireland","IE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4300,2016,8,"Ireland","IE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4301,2016,8,"Ireland","IE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4302,2016,8,"Ireland","IE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4303,2016,8,"Ireland","IE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
4304,2016,8,"Ireland","IE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
4305,2016,8,"Ireland","IE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
4306,2016,8,"Ireland","IE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4307,2016,8,"Ireland","IE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4308,2016,8,"Ireland","IE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4309,2016,9,"United Kingdom","UK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",25
4310,2016,9,"United Kingdom","UK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",7
4311,2016,9,"United Kingdom","UK",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4312,2016,9,"United Kingdom","UK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4313,2016,9,"United Kingdom","UK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4314,2016,9,"United Kingdom","UK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4315,2016,9,"United Kingdom","UK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",3
4316,2016,9,"United Kingdom","UK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
4317,2016,9,"United Kingdom","UK",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
4318,2016,9,"United Kingdom","UK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4319,2016,9,"United Kingdom","UK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4320,2016,9,"United Kingdom","UK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4321,2016,10,"Greece","EL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",36
4322,2016,10,"Greece","EL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",7
4323,2016,10,"Greece","EL",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4324,2016,10,"Greece","EL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4325,2016,10,"Greece","EL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4326,2016,10,"Greece","EL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4327,2016,10,"Greece","EL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",7
4328,2016,10,"Greece","EL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",6
4329,2016,10,"Greece","EL",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
4330,2016,10,"Greece","EL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
4331,2016,10,"Greece","EL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4332,2016,10,"Greece","EL",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
4333,2016,11,"Portugal","PT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",51
4334,2016,11,"Portugal","PT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",14
4335,2016,11,"Portugal","PT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4336,2016,11,"Portugal","PT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4337,2016,11,"Portugal","PT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4338,2016,11,"Portugal","PT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4339,2016,11,"Portugal","PT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",9
4340,2016,11,"Portugal","PT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",7
4341,2016,11,"Portugal","PT",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
4342,2016,11,"Portugal","PT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
4343,2016,11,"Portugal","PT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4344,2016,11,"Portugal","PT",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
4345,2016,12,"Spain","ES",1,"noncommunication",1,"Letter of formal notice (Art. 258)",34
4346,2016,12,"Spain","ES",1,"noncommunication",2,"Reasoned opinion (Art. 258)",10
4347,2016,12,"Spain","ES",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4348,2016,12,"Spain","ES",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4349,2016,12,"Spain","ES",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4350,2016,12,"Spain","ES",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4351,2016,12,"Spain","ES",2,"nonconformity",1,"Letter of formal notice (Art. 258)",13
4352,2016,12,"Spain","ES",2,"nonconformity",2,"Reasoned opinion (Art. 258)",7
4353,2016,12,"Spain","ES",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4354,2016,12,"Spain","ES",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
4355,2016,12,"Spain","ES",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4356,2016,12,"Spain","ES",2,"nonconformity",6,"Referral to the Court (Art. 260)",2
4357,2016,13,"Austria","AT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",40
4358,2016,13,"Austria","AT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",6
4359,2016,13,"Austria","AT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4360,2016,13,"Austria","AT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4361,2016,13,"Austria","AT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4362,2016,13,"Austria","AT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4363,2016,13,"Austria","AT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",7
4364,2016,13,"Austria","AT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",7
4365,2016,13,"Austria","AT",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4366,2016,13,"Austria","AT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4367,2016,13,"Austria","AT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4368,2016,13,"Austria","AT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4369,2016,14,"Finland","FI",1,"noncommunication",1,"Letter of formal notice (Art. 258)",36
4370,2016,14,"Finland","FI",1,"noncommunication",2,"Reasoned opinion (Art. 258)",13
4371,2016,14,"Finland","FI",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4372,2016,14,"Finland","FI",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4373,2016,14,"Finland","FI",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4374,2016,14,"Finland","FI",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4375,2016,14,"Finland","FI",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
4376,2016,14,"Finland","FI",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
4377,2016,14,"Finland","FI",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4378,2016,14,"Finland","FI",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4379,2016,14,"Finland","FI",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4380,2016,14,"Finland","FI",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4381,2016,15,"Sweden","SE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",22
4382,2016,15,"Sweden","SE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",5
4383,2016,15,"Sweden","SE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4384,2016,15,"Sweden","SE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4385,2016,15,"Sweden","SE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4386,2016,15,"Sweden","SE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4387,2016,15,"Sweden","SE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
4388,2016,15,"Sweden","SE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
4389,2016,15,"Sweden","SE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
4390,2016,15,"Sweden","SE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4391,2016,15,"Sweden","SE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4392,2016,15,"Sweden","SE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4393,2016,16,"Cyprus","CY",1,"noncommunication",1,"Letter of formal notice (Art. 258)",44
4394,2016,16,"Cyprus","CY",1,"noncommunication",2,"Reasoned opinion (Art. 258)",11
4395,2016,16,"Cyprus","CY",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4396,2016,16,"Cyprus","CY",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4397,2016,16,"Cyprus","CY",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4398,2016,16,"Cyprus","CY",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4399,2016,16,"Cyprus","CY",2,"nonconformity",1,"Letter of formal notice (Art. 258)",1
4400,2016,16,"Cyprus","CY",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
4401,2016,16,"Cyprus","CY",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
4402,2016,16,"Cyprus","CY",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
4403,2016,16,"Cyprus","CY",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
4404,2016,16,"Cyprus","CY",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
4405,2016,17,"Czech Republic","CZ",1,"noncommunication",1,"Letter of formal notice (Art. 258)",33
4406,2016,17,"Czech Republic","CZ",1,"noncommunication",2,"Reasoned opinion (Art. 258)",2
4407,2016,17,"Czech Republic","CZ",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
4408,2016,17,"Czech Republic","CZ",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
4409,2016,17,"Czech Republic","CZ",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
4410,2016,17,"Czech Republic","CZ",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
4411,2016,17,"Czech Republic","CZ",2,"nonconformity",1,"Letter of formal notice (Art. 258)",10
4412,2016,17,"Czech Republic","CZ",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
4413,2016,17,"Czech Republic","CZ",2,"nonconformity",3,"Referral to the Court (Art. 258)",3
